🕘️公告,#genre#
广西卫视,http://118.81.198.160:9003/hls/27/index.m3u8
海南卫视,http://118.81.198.160:9003/hls/28/index.m3u8
河北卫视,http://118.81.198.160:9003/hls/29/index.m3u8
河南卫视,http://118.81.198.160:9003/hls/30/index.m3u8
黑龙江卫视,http://118.81.198.160:9003/hls/31/index.m3u8
吉林卫视,http://118.81.198.160:9003/hls/34/index.m3u8
江西卫视,http://118.81.198.160:9003/hls/36/index.m3u8
辽宁卫视,http://118.81.198.160:9003/hls/37/index.m3u8
内蒙卫视,http://118.81.198.160:9003/hls/38/index.m3u8
宁夏卫视,http://118.81.198.160:9003/hls/39/index.m3u8
青海卫视,http://118.81.198.160:9003/hls/40/index.m3u8
山东卫视,http://118.81.198.160:9003/hls/41/index.m3u8
陕西卫视,http://118.81.198.160:9003/hls/42/index.m3u8
四川卫视,http://118.81.198.160:9003/hls/44/index.m3u8
天津卫视,http://118.81.198.160:9003/hls/45/index.m3u8
西藏卫视,http://118.81.198.160:9003/hls/46/index.m3u8
新疆卫视,http://118.81.198.160:9003/hls/47/index.m3u8
云南卫视,http://118.81.198.160:9003/hls/48/index.m3u8
兵团卫视,http://118.81.198.160:9003/hls/50/index.m3u8
金鹰卡通,http://118.81.198.160:9003/hls/56/index.m3u8
卡酷少儿,http://118.81.198.160:9003/hls/57/index.m3u8
怀旧剧场,http://118.81.198.160:9003/hls/58/index.m3u8
世界地理,http://118.81.198.160:9003/hls/59/index.m3u8
第一剧场,http://118.81.198.160:9003/hls/60/index.m3u8
风云剧场,http://118.81.198.160:9003/hls/61/index.m3u8
山西影视,http://118.81.198.160:9003/hls/51/index.m3u8
山西经济与科技,http://118.81.198.160:9003/hls/52/index.m3u8
山西社会与法制,http://118.81.198.160:9003/hls/53/index.m3u8
山西文体生活,http://118.81.198.160:9003/hls/54/index.m3u8
山西黄河,http://118.81.198.160:9003/hls/55/index.m3u8

黑龙江,#genre#
黑龙江新闻,http://218.8.87.96:4000/udp/229.58.190.16:5000$黑龙江联通
黑龙江影视,http://218.8.87.96:4000/udp/229.58.190.14:5000$黑龙江联通
黑龙江文体,http://218.8.87.96:4000/udp/229.58.190.30:5000$黑龙江联通
黑龙江少儿,http://218.8.87.96:4000/udp/229.58.190.39:5000$黑龙江联通
黑龙江农业,http://218.8.87.96:4000/udp/229.58.190.7:5000$黑龙江联通
黑龙江都市,http://218.8.87.96:4000/udp/229.58.190.34:5000$黑龙江联通

黑龙江新闻,https://idclive.hljtv.com:4430/live/hljxw_hd.m3u8$官网内置解码线路
黑龙江文体,https://idclive.hljtv.com:4430/live/hljwy_hd.m3u8$官网内置解码线路
黑龙江都市,https://idclive.hljtv.com:4430/live/dushi_hd.m3u8$官网内置解码线路
黑龙江农业,https://idclive.hljtv.com:4430/live/hljgg_hd.m3u8$官网内置解码线路
哈尔滨新闻,http://stream.hrbtv.net/xwzh/sd/live.m3u8$官网
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8$官网
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8$官网

哈尔滨新闻,https://stream.hrbtv.net/xwzh/playlist.m3u8$订阅源
哈尔滨影视,https://stream.hrbtv.net/yspd/playlist.m3u8$订阅源
哈尔滨生活,https://stream.hrbtv.net/shpd/playlist.m3u8$订阅源
哈尔滨娱乐,https://stream.hrbtv.net/ylpd/sd/live.m3u8$订阅源
大庆新闻综合,http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8$订阅源
大庆新闻综合,rtmp://masterpull.hljtv.com/live/4WdrZLCq$订阅源
七台河新闻综合,http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8$订阅源
佳木斯新闻综合,rtmp://masterpull.hljtv.com/live/l9wQtsVs$订阅源
甘南县综合,rtmp://masterpull.hljtv.com/live/YbFyF4Jb$订阅源
齐齐哈尔新闻综合,rtmp://masterpull.hljtv.com/live/dUi8b96l$订阅源
双鸭山综合,http://live.qthnews.org.cn:1935/live/live2/800k/tzwj_video.m3u8
七台河民生社教,http://live.qthnews.org.cn:1935/live/live2/800k/tzwj_video.m3u8$订阅源



吉林,#genre#
吉林卫视,http://36.135.118.195:85/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通酒店
吉林都市,http://36.135.118.195:85/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通酒店
吉视生活,http://36.135.118.195:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通酒店
吉林影视,http://36.135.118.195:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通酒店
吉视乡村,http://36.135.118.195:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通酒店
发现之旅,http://36.135.118.195:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通酒店
综艺文化,http://36.135.118.195:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通酒店
延边卫视,http://36.135.118.195:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通酒店
吉林教育,http://36.135.118.195:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通酒店
长影频道,http://36.135.118.195:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通酒店
长春1,http://36.135.118.195:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通酒店
长春2,http://36.135.118.195:85/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通酒店
长春3,http://36.135.118.195:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通酒店
 
吉林都市,http://58.245.255.38:9999/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
吉林综艺,http://58.245.255.38:9999/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
吉林影视,http://58.245.255.38:9999/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
吉林生活,http://58.245.255.38:9999/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
吉林乡村,http://58.245.255.38:9999/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
长影频道,http://58.245.255.38:9999/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
吉林教育,http://58.245.255.38:9999/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
延边卫视,http://58.245.255.38:9999/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
松原,http://58.245.255.38:9999/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通
松原公共,http://58.245.255.38:9999/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$吉林联通

延边-2,http://stream5.jlntv.cn/wq/playlist.m3u8$订阅源
德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$订阅源
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$订阅源
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild,
龙井综合,http://stream9.jlntv.cn:80/aac_longjinggb/playlist.m3u8
梅河口综合,http://stream4.jlntv.cn/mhk/sd/live.m3u8?zjild
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$订阅源
桦甸综合,http://stream9.jlntv.cn:80/aac_huadiangb/playlist.m3u8
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8?_upt=e05f429d1702757565$订阅源
磐石综合,http://stream3.jlntv.cn:80/aac_psgb/sd/live.m3u8
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$订阅源
东丰综合,http://stream3.jlntv.cn:80/aac_dfgb/playlist.m3u8
双辽综合,http://stream3.jlntv.cn:80/aac_slgb/playlist.m3u8
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$订阅源
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8?_upt=db16d5e41702758050$订阅源
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8?_upt=eb80947d1699080781$订阅源

辽宁,#genre#
辽宁都市,http://124.94.197.227:9902/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$辽宁联通的酒店源
辽宁影视剧,http://124.94.197.227:9902/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁体育,http://124.94.197.227:9902/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁生活,http://124.94.197.227:9902/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁教育青少,http://124.94.197.227:9902/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁北方,http://124.94.197.227:9902/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁公共,http://124.94.197.227:9902/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁经济,http://124.94.197.227:9902/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁移动电视,http://124.94.197.227:9902/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0

河南,#genre#
河南新闻,http://1.94.31.214/php/hntv.php?id=hnxw
河南都市,http://zzssw01.55555.io:9901/tsfile/live/1002_1.m3u8
河南民生,http://1.94.31.214/php/hntv.php?id=hnms
河南电视剧,http://1.94.31.214/php/hntv.php?id=hndsj
河南公共,http://1.94.31.214/php/hntv.php?id=hngg
河南乡村,http://www.cdnstv.com:6398/hls/1116/index.m3u8
河南梨园,http://1.94.31.214/php/hntv.php?id=hnly
文物宝库,http://1.94.31.214/php/hntv.php?id=wwbk
武术世界,http://1.94.31.214/php/hntv.php?id=wspd
河南曲艺,http://1.94.31.214/php/hntv.php?id=jczy
移动戏曲,http://1.94.31.214/php/hntv.php?id=ydxj
大象视界,http://xxwx.yoesun.com/xxw/河南网.php?id=xsj

河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南新闻,http://1.94.31.214/php/hntv.php?id=hnxw
河南都市,http://1.94.31.214/php/hntv.php?id=hnds
河南公共,http://1.94.31.214/php/hntv.php?id=hngg
河南民生,http://1.94.31.214/php/hntv.php?id=hnms
河南新农村,http://1.94.31.214/php/hntv.php?id=hnxc
河南法治,http://1.94.31.214/php/hntv.php?id=hmfz
河南电视剧,http://1.94.31.214/php/hntv.php?id=hndsj
河南曲艺,http://1.94.31.214/php/hntv.php?id=jczy
文物宝库,http://1.94.31.214/php/hntv.php?id=wwbk
武术世界,http://1.94.31.214/php/hntv.php?id=wspd
移动戏曲,http://1.94.31.214/php/hntv.php?id=ydxj
象视界,http://1.94.31.214/php/hntv.php?id=xsj
梨园频道,http://43.143.254.239:36326/hls/93/index.m3u8
武术世界,http://43.143.254.239:36326/hls/86/index.m3u8
文物宝库,http://43.143.254.239:36326/hls/89/index.m3u8
河南新闻,http://www.cdnstv.com:6398/hls/1114/index.m3u8
河南新农村,http://www.cdnstv.com:6398/hls/1116/index.m3u8
河南戏曲,http://www.cdnstv.com:6398/hls/1119/index.m3u8
河南法治,http://www.cdnstv.com:6398/hls/1112/index.m3u8
河南电视剧,http://www.cdnstv.com:6398/hls/1113/index.m3u8
收藏天下,http://www.cdnstv.com:6398/hls/1118/index.m3u8
郑州新郑一套,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
郑州新郑一套,http://live.dxhmt.cn:9081/tv/10184-1.m3u8
郑州登封综合,http://live.dxhmt.cn:9081/tv/10185-1.m3u8
郑州登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
郑州巩义综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8
洛阳综合,https://wshlslive.migucloud.com/live/6AL7GTQX_C0/playlist.m3u8
洛阳科教,https://wshlslive.migucloud.com/live/RJ0EYBCZ_C0/playlist.m3u8
洛阳文旅,https://wshlslive.migucloud.com/live/CVN934JS_C0/playlist.m3u8
洛阳偃师新闻,http://live.dxhmt.cn:9081/tv/10381-1.m3u8
洛阳偃师新闻,http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8
洛阳汝阳综合,http://tvpull.dxhmt.cn:9081/tv/10326-1.m3u8
洛阳汝阳综合,http://live.dxhmt.cn:9081/tv/10326-1.m3u8
洛阳宜阳综合,http://live.dxhmt.cn:9081/tv/10327-1.m3u8
洛阳宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
洛阳新安综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
洛阳新安综合,http://live.dxhmt.cn:9081/tv/10323-1.m3u8
洛阳栾川综合,http://live.dxhmt.cn:9081/tv/10324-1.m3u8
洛阳嵩县综合,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8
洛阳伊川综合,http://tvpull.dxhmt.cn:9081/tv/10329-1.m3u8
开封兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
开封兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
开封杞县新闻综合,http://live.dxhmt.cn:9081/tv/10221-1.m3u8
开封通许新闻综合,http://live.dxhmt.cn:9081/tv/10222-1.m3u8
开封尉氏新闻综合,http://live.dxhmt.cn:9081/tv/10223-1.m3u8
焦作新闻综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
焦作孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
焦作孟州综合,http://live.dxhmt.cn:9081/tv/10883-1.m3u8
焦作武陟综合,http://live.dxhmt.cn:9081/tv/10823-1.m3u8
焦作沁阳综合,http://live.dxhmt.cn:9081/tv/10882-1.m3u8
焦作温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
南阳新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
南阳新野综合,http://live.dxhmt.cn:9081/tv/11329-1.m3u8
南阳镇平综合,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8
南阳镇平综合,http://live.dxhmt.cn:9081/tv/11324-1.m3u8
南阳淅川综合,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
南阳淅川综合,http://live.dxhmt.cn:9081/tv/11326-1.m3u8
南阳邓州综合,http://live.dxhmt.cn:9081/tv/11381-1.m3u8
南阳唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
南阳方城综合,http://live.dxhmt.cn:9081/tv/11322-1.m3u8
安阳林州综合,http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8
安阳汤阴综合,http://live.dxhmt.cn:9081/tv/10523-1.m3u8
安阳汤阴综合,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
安阳林州综合,http://live.dxhmt.cn:9081/tv/10581-1.m3u8
安阳内黄综合,http://live.dxhmt.cn:9081/tv/10527-1.m3u8
安阳滑县一套,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
安阳滑县一套,http://live.dxhmt.cn:9081/tv/10526-1.m3u8
信阳光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
信阳固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
信阳潢川新闻综合,http://live.dxhmt.cn:9081/tv/11526-1.m3u8
信阳罗山新闻综合,http://live.dxhmt.cn:9081/tv/11521-1.m3u8
信阳新县综合,http://live.dxhmt.cn:9081/tv/11523-1.m3u8
周口扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
周口扶沟综合,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
周口鹿邑综合,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
周口鹿邑综合,http://live.dxhmt.cn:9081/tv/11628-1.m3u8
周口太康综合,http://tvpull.dxhmt.cn:9081/tv/11627-1.m3u8
周口太康综合,http://live.dxhmt.cn:9081/tv/11627-1.m3u8
周口沈丘综合,http://live.dxhmt.cn:9081/tv/11624-1.m3u8
周口项城综合,http://live.dxhmt.cn:9081/tv/11681-1.m3u8
周口西华综合,http://live.dxhmt.cn:9081/tv/11622-1.m3u8
周口郸城综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
三门峡义马综合,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
三门峡渑池综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
三门峡灵宝综合,http://live.dxhmt.cn:9081/tv/11282-1.m3u8
三门峡卢氏综合,http://live.dxhmt.cn:9081/tv/11224-1.m3u8
平顶山郏县综合,http://live.dxhmt.cn:9081/tv/10425-1.m3u8
平顶山鲁山综合,http://live.dxhmt.cn:9081/tv/10423-1.m3u8
平顶山舞阳综合,http://live.dxhmt.cn:9081/tv/11121-1.m3u8
平顶山舞钢综合,http://live.dxhmt.cn:9081/tv/10481-1.m3u8
平顶山叶县一套,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
驻马店新蔡综合,http://live.dxhmt.cn:9081/tv/11729-1.m3u8
驻马店平舆综合,http://live.dxhmt.cn:9081/tv/11723-1.m3u8
驻马店遂平综合,http://live.dxhmt.cn:9081/tv/11728-1.m3u8
驻马店确山综合,http://live.dxhmt.cn:9081/tv/11725-1.m3u8
驻马店西平综合,http://live.dxhmt.cn:9081/tv/11721-1.m3u8
驻马店上蔡一套,http://live.dxhmt.cn:9081/tv/11722-1.m3u8
新乡综合,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
新乡获嘉综合,http://live.dxhmt.cn:9081/tv/10724-1.m3u8
新乡原阳综合,http://live.dxhmt.cn:9081/tv/10725-1.m3u8
新乡卫辉综合,http://live.dxhmt.cn:9081/tv/10781-1.m3u8
新乡长垣综合,http://live.dxhmt.cn:9081/tv/10728-1.m3u8
新乡封丘一套,http://live.dxhmt.cn:9081/tv/10727-1.m3u8
新乡延津电视,http://live.dxhmt.cn:9081/tv/10726-1.m3u8
许昌禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
鹤壁浚县一套,http://live.dxhmt.cn:9081/tv/10621-1.m3u8
鹤壁淇县综合,http://live.dxhmt.cn:9081/tv/10622-1.m3u8
济源一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
商丘永城新闻,http://live.dxhmt.cn:9081/tv/11481-1.m3u8
临颍综合,http://live.dxhmt.cn:9081/tv/11122-1.m3u8
义马新闻综合,http://live.dxhmt.cn:9081/tv/11281-1.m3u8$订阅源
光山综合,http://live.dxhmt.cn:9081/tv/11522-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8$订阅源
兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8$订阅源
